time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-09-08T05:34:33.870Z,40.594,30.147,5,3.1,ml,,,,0.3,us,usp0006j3d,2014-11-07T00:56:14.392Z,"9 km N of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1994-09-06T09:48:19.800Z,40.932,28.65,5,2.7,ml,,,,0.5,us,usp0006j15,2014-11-07T00:56:14.103Z,"5 km S of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1994-09-06T07:30:57.230Z,40.849,28.294,10,3,ml,,,,0.6,us,usp0006j0v,2014-11-07T00:56:14.088Z,"23 km SSW of Selimpa?a, Turkey",earthquake,,,,,reviewed,us,isk
1994-09-05T07:58:39.380Z,40.658,30.156,10,2.7,ml,,,,1.5,us,usp0006hzj,2014-11-07T00:56:13.757Z,"10 km WSW of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1994-09-03T13:57:59.500Z,41.091,28.439,10,2.7,ml,,,,1.3,us,usp0006hx2,2014-11-07T00:56:13.225Z,"4 km W of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-31T02:28:35.770Z,40.668,29.872,10,2.5,ml,,,,0.3,us,usp0006hqq,2014-11-07T00:56:09.070Z,"3 km W of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-27T14:01:20.210Z,41.122,28.461,5,2.7,ml,,,,0.4,us,usp0006hjq,2014-11-07T00:56:07.768Z,"2 km S of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-25T09:12:24.440Z,40.753,29.269,10,2.7,ml,,,,0.2,us,usp0006hfv,2014-11-07T00:56:07.563Z,"10 km N of Yalova, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-19T10:57:25.920Z,40.601,30.093,10,2.7,ml,,,,0.5,us,usp0006h5p,2014-11-07T00:56:06.159Z,"12 km NNW of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-17T19:47:55.330Z,40.824,29.047,10,2.8,ml,,,,0.7,us,usp0006h2q,2014-11-07T00:56:04.856Z,"6 km SSW of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-17T11:56:41.840Z,40.732,30.058,5,2.5,ml,,,,0.4,us,usp0006h27,2014-11-07T00:56:04.812Z,"4 km ESE of Köseköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-16T18:04:35.200Z,40.838,28.704,10,2.9,ml,,,,0.3,us,usp0006h13,2014-11-07T00:56:04.695Z,"16 km SSE of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-16T04:53:33.120Z,40.672,29.78,10,2.6,ml,,,,0.5,us,usp0006h02,2014-11-07T00:56:03.911Z,"5 km WSW of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-15T14:02:47.850Z,40.626,29.108,10,2.6,ml,,,,0.6,us,usp0006gzc,2014-11-07T00:56:03.799Z,"2 km SSW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-14T03:08:48.980Z,40.695,29.123,10,2.8,ml,,,,0.2,us,usp0006gxq,2014-11-07T00:56:03.259Z,"5 km N of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-12T16:15:37.970Z,40.64,29.554,10,3.6,ml,,,,0.7,us,usp0006gw1,2014-11-07T00:56:02.541Z,"3 km N of Yalakdere, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-12T06:49:15.800Z,40.841,28.739,10,2.6,ml,,,,0.4,us,usp0006gvh,2014-11-07T00:56:02.501Z,"17 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-12T00:12:53.780Z,40.775,30.003,10,2.5,ml,,,,0.2,us,usp0006gv7,2014-11-07T00:56:02.487Z,"3 km N of Köseköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-10T02:27:24.000Z,40.706,29.105,10,2.9,ml,,,,0.3,us,usp0006gs9,2014-11-07T00:56:01.581Z,"6 km NNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-09T11:33:11.980Z,41.202,29.228,10,2.8,ml,,,,0.4,us,usp0006gr9,2014-11-07T00:56:01.468Z,"19 km E of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-05T14:45:46.830Z,41.3,29.178,10,2.8,ml,,,,0.1,us,usp0006gjx,2014-11-07T00:56:00.566Z,"16 km ENE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-05T13:41:07.580Z,40.696,29.888,5,2.6,ml,,,,0.5,us,usp0006gju,2014-11-07T00:56:00.560Z,"3 km NW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-05T04:27:18.540Z,40.663,29.886,10,2.7,ml,,,,0.5,us,usp0006gj5,2014-11-07T00:56:00.319Z,"2 km WSW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-03T22:14:51.920Z,40.669,29.882,10,2.7,ml,,,,0.7,us,usp0006ggr,2014-11-07T00:55:59.719Z,"2 km W of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-03T17:06:26.250Z,40.72,29.888,10,3.5,ml,,,,0.5,us,usp0006ggc,2014-11-07T00:55:59.632Z,"5 km WNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-08-02T08:38:51.490Z,40.747,29.902,5,2.5,ml,,,,0.1,us,usp0006geg,2014-11-07T00:55:58.854Z,"3 km SW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-27T22:51:06.110Z,40.705,29.858,5,2.8,ml,,,,0.7,us,usp0006g6y,2014-11-07T00:55:55.291Z,"2 km NE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-21T08:15:48.530Z,40.624,28.84,10,2.9,ml,,,,0.2,us,usp0006fy5,2014-11-07T00:55:53.123Z,"16 km W of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-19T18:58:52.950Z,40.689,29.942,10,2.8,ml,,,,0.2,us,usp0006fwp,2014-11-07T00:55:52.981Z,"0 km S of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-19T17:03:39.150Z,40.703,29.929,10,2.8,ml,,,,0.4,us,usp0006fwj,2014-11-07T00:55:52.973Z,"1 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-18T10:08:00.970Z,40.808,30.152,10,2.8,ml,,,,0.5,us,usp0006fuy,2014-11-07T00:55:52.744Z,"14 km ENE of Köseköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-15T18:19:02.070Z,40.754,29.952,10,2.9,ml,,,,0.3,us,usp0006fqv,2014-11-07T00:55:52.297Z,"2 km ESE of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-13T10:23:25.560Z,40.725,29.878,5,2.8,ml,,,,0.6,us,usp0006fkr,2014-11-07T00:55:51.724Z,"5 km ENE of Gölcük, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-11T05:48:47.060Z,41.13,28.688,10,2.8,ml,,,,0.3,us,usp0006ffe,2014-11-07T00:55:50.983Z,"7 km SW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-07T17:51:28.510Z,41.189,29.045,10,2.8,ml,,,,0.1,us,usp0006faw,2014-11-07T00:55:50.493Z,"5 km SE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-06T16:55:18.340Z,40.676,29.829,5,3.1,ml,,,,0.3,us,usp0006f9w,2014-11-07T00:55:50.400Z,"1 km SSW of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-05T01:06:33.040Z,40.722,29.921,10,2.8,ml,,,,0.3,us,usp0006f6m,2014-11-07T00:55:49.770Z,"3 km NNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-03T09:28:26.720Z,40.754,29.904,10,2.6,ml,,,,0.7,us,usp0006f44,2014-11-07T00:55:49.078Z,"2 km WSW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-03T01:20:06.390Z,40.736,30.16,10,2.8,ml,,,,0.6,us,usp0006f3k,2014-11-07T00:55:48.965Z,"10 km WNW of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1994-07-02T13:48:23.190Z,40.455,29.238,10,2.7,ml,,,,0.6,us,usp0006f2t,2014-11-07T00:55:48.766Z,"Western Turkey",earthquake,,,,,reviewed,us,isk
1994-07-01T01:31:56.900Z,40.704,29.894,5,2.6,ml,,,,0.2,us,usp0006f11,2014-11-07T00:55:46.784Z,"4 km WNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-26T02:52:01.130Z,40.522,28.521,5,2.8,ml,,,,0.3,us,usp0006eud,2014-11-07T00:55:44.640Z,"34 km WNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-25T18:44:01.360Z,40.545,28.735,10,2.6,ml,,,,0.7,us,usp0006etx,2014-11-07T00:55:44.600Z,"22 km NNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-22T19:10:35.930Z,40.668,29.977,5,3.4,ml,,,,0.5,us,usp0006eps,2014-11-07T00:55:44.122Z,"2 km SSE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-22T19:06:20.880Z,40.719,30.13,10,3.6,ml,,,,0.9,us,usp0006epr,2014-11-07T00:55:44.120Z,"10 km ESE of Köseköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-21T00:55:58.950Z,40.653,30.098,10,2.7,ml,,,,0.3,us,usp0006emm,2014-11-07T00:55:43.955Z,"11 km ESE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-19T09:59:40.610Z,41.118,28.692,5,2.8,ml,,,,0.2,us,usp0006ej9,2014-11-07T00:55:43.365Z,"8 km SSW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-19T03:48:07.700Z,40.748,30.123,10,2.8,ml,,,,0.4,us,usp0006ehq,2014-11-07T00:55:43.326Z,"9 km E of Köseköy, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-18T14:52:26.100Z,40.793,28.883,10,2.8,ml,,,,0.5,us,usp0006egv,2014-11-07T00:55:43.248Z,"19 km SW of K?nal?, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-17T09:35:37.020Z,40.647,29.996,10,2.6,ml,,,,0.4,us,usp0006ees,2014-11-07T00:55:42.877Z,"5 km SSE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-16T07:49:02.810Z,40.681,30.303,10,3.5,ml,,,,0.6,us,usp0006ece,2014-11-07T00:55:42.485Z,"3 km ESE of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-15T10:53:45.420Z,40.671,29.994,5,3.2,ml,,,,0.7,us,usp0006eb1,2014-11-07T00:55:42.357Z,"2 km SE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-15T08:55:08.840Z,40.725,29.913,5,2.7,ml,,,,0.8,us,usp0006ear,2014-11-07T00:55:42.268Z,"4 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-15T02:08:51.940Z,40.667,29.895,10,3.1,ml,,,,0.7,us,usp0006ea2,2014-11-07T00:55:42.192Z,"1 km W of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-15T00:16:56.570Z,40.654,29.901,10,2.9,ml,,,,0.4,us,usp0006e9t,2014-11-07T00:55:42.172Z,"1 km SW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-15T00:15:53.760Z,40.657,29.788,10,2.7,ml,,,,0.4,us,usp0006e9s,2014-11-07T00:55:42.171Z,"5 km SW of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-14T22:33:36.840Z,40.678,29.894,10,2.8,ml,,,,0.6,us,usp0006e9m,2014-11-07T00:55:42.161Z,"2 km WNW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-14T13:29:50.430Z,40.712,29.98,5,3.1,ml,,,,0.6,us,usp0006e8y,2014-11-07T00:55:42.052Z,"1 km SSW of Kullar, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-12T12:12:46.020Z,40.427,29.303,10,2.8,ml,,,,0.6,us,usp0006e5e,2014-11-07T00:55:41.606Z,"6 km S of Orhangazi, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-12T11:01:44.430Z,40.647,29.924,10,3.5,ml,,,,0.7,us,usp0006e5a,2014-11-07T00:55:41.597Z,"2 km SSE of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-10T21:57:57.240Z,40.702,29.864,10,2.8,ml,,,,0.5,us,usp0006e2j,2014-11-07T00:55:40.813Z,"2 km ENE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-10T17:36:19.580Z,40.719,29.915,5,2.8,ml,,,,0.4,us,usp0006e26,2014-11-07T00:55:40.752Z,"3 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-09T17:35:55.460Z,40.412,28.417,10,2.9,ml,,,,0.5,us,usp0006e0j,2014-11-07T00:55:40.553Z,"22 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-08T00:49:22.480Z,40.77,29.901,10,2.5,ml,,,,0.7,us,usp0006dxu,2014-11-07T00:55:40.137Z,"2 km WNW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-08T00:48:30.300Z,40.739,29.914,5,2.5,ml,,,,0.4,us,usp0006dxt,2014-11-07T00:55:40.136Z,"3 km SSW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-07T17:36:22.820Z,40.714,29.922,10,2.9,ml,,,,0.7,us,usp0006dxc,2014-11-07T00:55:40.067Z,"2 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-07T16:18:54.560Z,40.699,29.897,5,2.9,ml,,,,0.5,us,usp0006dx7,2014-11-07T00:55:40.055Z,"3 km NNW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-07T02:36:57.470Z,40.725,29.924,10,2.8,ml,,,,1.1,us,usp0006dvn,2014-11-07T00:55:39.908Z,"3 km NNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-06T08:41:55.170Z,40.522,28.944,10,2.6,ml,,,,0.6,us,usp0006du7,2014-11-07T00:55:39.673Z,"14 km SSW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-06T04:15:56.880Z,40.658,29.833,10,2.9,ml,,,,0.8,us,usp0006dtn,2014-11-07T00:55:39.599Z,"3 km S of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-06T01:34:18.130Z,40.649,29.705,10,2.7,ml,,,,0.7,us,usp0006dte,2014-11-07T00:55:39.580Z,"6 km S of Ula?l?, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-05T14:50:26.880Z,40.715,30.006,5,3.3,ml,,,,1,us,usp0006dsk,2014-11-07T00:55:39.473Z,"1 km SE of Kullar, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-05T08:32:38.300Z,40.716,29.918,5,3.1,ml,,,,0.6,us,usp0006ds7,2014-11-07T00:55:39.418Z,"3 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-05T07:12:32.310Z,40.741,29.922,10,2.8,ml,,,,0.8,us,usp0006drz,2014-11-07T00:55:39.405Z,"2 km SSW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-05T06:37:58.250Z,40.707,29.928,10,3.3,ml,,,,0.5,us,usp0006drx,2014-11-07T00:55:39.399Z,"1 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-04T09:50:13.300Z,41.078,28.691,5,2.7,ml,,,,0.3,us,usp0006dpz,2014-11-07T00:55:38.996Z,"5 km NNE of Esenyurt, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-03T23:44:15.420Z,40.65,29.814,10,2.8,ml,,,,0.5,us,usp0006dnw,2014-11-07T00:55:38.775Z,"4 km SSW of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-03T08:53:29.240Z,41.138,28.469,10,2.8,ml,,,,0.7,us,usp0006dm6,2014-11-07T00:55:37.978Z,"0 km SE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-02T02:58:57.660Z,40.717,29.925,10,2.8,ml,,,,0.5,us,usp0006dhe,2014-11-07T00:55:36.309Z,"2 km NNW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-06-01T04:31:50.420Z,40.828,28.452,10,3,ml,,,,0.5,us,usp0006dfy,2014-11-07T00:55:35.251Z,"21 km S of Kumburgaz, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-31T02:43:16.050Z,40.669,29.76,10,2.6,ml,,,,0.5,us,usp0006de3,2014-11-07T00:55:32.899Z,"5 km S of Hal?dere, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-31T00:16:36.720Z,40.66,29.843,5,2.6,ml,,,,0.3,us,usp0006de0,2014-11-07T00:55:32.894Z,"3 km SSE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-30T13:21:45.470Z,40.49,28.275,10,2.7,ml,,,,0.9,us,usp0006dd6,2014-11-07T00:55:32.828Z,"29 km ENE of Band?rma, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-30T01:58:41.930Z,40.66,29.862,10,2.8,ml,,,,0.6,us,usp0006dc8,2014-11-07T00:55:32.742Z,"4 km SE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-29T22:51:52.630Z,40.724,29.9,10,3.1,ml,,,,0.5,us,usp0006dby,2014-11-07T00:55:32.720Z,"4 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-29T22:49:17.480Z,40.712,29.916,10,2.9,ml,,,,0.6,us,usp0006dbx,2014-11-07T00:55:32.719Z,"2 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-28T18:01:19.000Z,40.675,29.878,12.6,3.9,mb,,,,0.8,us,usp0006dae,2014-11-07T00:55:32.371Z,"3 km WNW of Bahçecik, Turkey",earthquake,,2,,7,reviewed,us,us
1994-05-27T12:42:58.580Z,41.082,28.5,10,2.7,ml,,,,1.2,us,usp0006d8g,2014-11-07T00:55:32.184Z,"1 km SSE of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-25T11:36:01.360Z,40.74,29.921,5,2.8,ml,,,,0.6,us,usp0006d38,2014-11-07T00:55:31.482Z,"2 km SSW of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-25T03:17:48.730Z,40.665,29.888,10,2.8,ml,,,,0.2,us,usp0006d2f,2014-11-07T00:55:31.241Z,"2 km W of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-23T09:49:40.580Z,40.495,29.168,5,2.6,ml,,,,0.5,us,usp0006cz8,2014-11-07T00:55:30.514Z,"6 km ENE of Küçükkumla, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-21T04:31:36.020Z,40.656,29.855,5,2.6,ml,,,,0.6,us,usp0006cvj,2014-11-07T00:55:29.939Z,"4 km SSE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-20T09:16:42.150Z,41.09,28.5,10,2.7,ml,,,,0.6,us,usp0006cug,2014-11-07T00:55:29.758Z,"0 km SE of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-19T17:14:09.190Z,40.674,29.961,10,2.9,ml,,,,0.3,us,usp0006ctd,2014-11-07T00:55:29.623Z,"1 km SSW of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-16T15:27:45.920Z,41.09,28.783,10,2.7,ml,,,,0.5,us,usp0006cnu,2014-11-07T00:55:29.040Z,"2 km WSW of Başakşehir, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-15T21:36:33.010Z,40.651,29.904,10,3,ml,,,,0.7,us,usp0006cm8,2014-11-07T00:55:28.900Z,"2 km SSW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-15T17:41:42.940Z,40.802,28.69,10,2.6,ml,,,,0.5,us,usp0006cm0,2014-11-07T00:55:28.859Z,"20 km SSE of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-15T13:25:36.340Z,40.662,29.988,5,2.8,ml,,,,0.6,us,usp0006ckr,2014-11-07T00:55:28.829Z,"3 km SSE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-14T11:57:41.260Z,41.105,28.562,10,2.7,ml,,,,1.9,us,usp0006cj1,2014-11-07T00:55:28.543Z,"5 km E of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-14T11:08:29.330Z,40.774,29.117,10,2.8,ml,,,,1,us,usp0006chy,2014-11-07T00:55:28.538Z,"10 km S of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-12T22:49:18.730Z,40.425,28.473,10,2.6,ml,,,,0.4,us,usp0006cfg,2014-11-07T00:55:28.207Z,"25 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-12T14:23:00.610Z,41.109,28.697,10,2.8,ml,,,,0.3,us,usp0006cf1,2014-11-07T00:55:28.158Z,"8 km WNW of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-12T13:48:51.110Z,41.159,28.489,5,2.7,ml,,,,0.5,us,usp0006cf0,2014-11-07T00:55:28.156Z,"2 km NE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-12T10:34:27.070Z,40.949,28.45,10,2.7,ml,,,,0.4,us,usp0006cer,2014-11-07T00:55:28.126Z,"8 km SSW of Kumburgaz, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-12T09:22:22.610Z,40.653,29.808,10,2.7,ml,,,,0.3,us,usp0006cep,2014-11-07T00:55:28.123Z,"4 km SSW of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-11T07:27:35.100Z,40.733,28.719,10,2.8,ml,,,,0.5,us,usp0006cd5,2014-11-07T00:55:27.837Z,"28 km SSE of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-11T06:50:55.560Z,40.621,29.039,10,2.5,ml,,,,0.4,us,usp0006cd4,2014-11-07T00:55:27.836Z,"1 km SE of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-10T14:13:57.690Z,41.083,28.805,10,2.7,ml,,,,0.2,us,usp0006cc8,2014-11-07T00:55:27.761Z,"Western Turkey",earthquake,,,,,reviewed,us,isk
1994-05-10T12:06:38.250Z,41.291,28.474,10,2.6,ml,,,,0.9,us,usp0006cc1,2014-11-07T00:55:27.752Z,"13 km WNW of Boyal?k, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-10T05:50:50.090Z,40.692,29.901,10,2.6,ml,,,,0.5,us,usp0006cbn,2014-11-07T00:55:27.640Z,"2 km NNW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-10T03:43:12.620Z,40.668,29.848,5,2.6,ml,,,,0.3,us,usp0006cbj,2014-11-07T00:55:27.616Z,"2 km SSE of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-09T08:18:44.110Z,40.632,28.869,10,2.6,ml,,,,1.3,us,usp0006ca3,2014-11-07T00:55:27.398Z,"13 km W of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-08T22:37:08.590Z,40.688,29.835,10,2.7,ml,,,,0.7,us,usp0006c9n,2014-11-07T00:55:27.358Z,"0 km S of ?hsaniye, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-07T13:31:24.330Z,41.148,28.49,10,2.7,ml,,,,0.7,us,usp0006c7v,2014-11-07T00:55:27.184Z,"2 km ENE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-06T15:00:44.530Z,41.125,28.802,10,2.7,ml,,,,0.6,us,usp0006c6e,2014-11-07T00:55:26.895Z,"3 km N of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-06T11:40:32.840Z,40.641,29.883,5,2.5,ml,,,,0,us,usp0006c69,2014-11-07T00:55:26.884Z,"4 km SW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T09:03:51.070Z,40.819,29.634,10,2.5,ml,,,,0.5,us,usp0006c4d,2014-11-07T00:55:26.695Z,"7 km NE of Tav?anc?l, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T05:05:40.750Z,40.799,29.077,5,2.5,ml,,,,0.4,us,usp0006c3x,2014-11-07T00:55:26.604Z,"8 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:44:01.680Z,40.758,29.061,5,3,ml,,,,0.3,us,usp0006c3v,2014-11-07T00:55:26.600Z,"13 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:42:58.810Z,40.774,29.069,5,2.6,ml,,,,0,us,usp0006c3u,2014-11-07T00:55:26.598Z,"11 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:41:00.160Z,40.763,29.073,5,3.1,ml,,,,0.5,us,usp0006c3t,2014-11-07T00:55:26.595Z,"12 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:37:21.640Z,40.784,29.084,5,2.5,ml,,,,0.2,us,usp0006c3s,2014-11-07T00:55:26.593Z,"10 km SSW of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:29:53.940Z,40.796,29.084,10,2.6,ml,,,,0.5,us,usp0006c3r,2014-11-07T00:55:26.589Z,"8 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:03:25.260Z,40.799,29.104,10,2.6,ml,,,,1,us,usp0006c3n,2014-11-07T00:55:26.559Z,"8 km SSW of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T04:02:15.980Z,40.769,29.085,10,2.9,ml,,,,0.5,us,usp0006c3m,2014-11-07T00:55:26.557Z,"11 km SSW of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T03:33:19.170Z,40.781,29.084,5,2.5,ml,,,,0.2,us,usp0006c3g,2014-11-07T00:55:26.545Z,"10 km SSW of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T03:30:33.380Z,40.775,29.114,10,2.8,ml,,,,0.6,us,usp0006c3f,2014-11-07T00:55:26.543Z,"10 km S of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T03:26:15.770Z,40.782,29.09,10,2.6,ml,,,,0.5,us,usp0006c3e,2014-11-07T00:55:26.541Z,"10 km SSW of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T03:23:09.170Z,40.796,29.074,5,2.5,ml,,,,0.4,us,usp0006c3d,2014-11-07T00:55:26.538Z,"8 km S of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T02:40:04.690Z,40.798,29.049,10,2.7,ml,,,,0.7,us,usp0006c3c,2014-11-07T00:55:26.535Z,"9 km SSW of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1994-05-05T00:04:27.150Z,40.785,29.022,5,2.5,ml,,,,0.2,us,usp0006c36,2014-11-07T00:55:26.520Z,"11 km SSW of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
